trial,register,rdistance,strength,recalibrated,edistance
7,0.0,99.0,-1983.0,0,110
7,0.0,99.0,-2068.0,0,110
7,0.0,99.0,-2062.0,0,110
7,0.0,99.0,-2046.0,0,110
7,0.0,99.0,-2033.0,0,110
7,0.0,99.0,-1970.0,0,110
7,0.0,99.0,-1887.0,0,110
7,0.0,99.0,-2106.0,0,110
7,0.0,99.0,-2140.0,0,110
7,0.0,99.0,-2049.0,0,110
7,0.0,99.0,-1937.0,0,110
7,0.0,99.0,-2157.0,0,110
7,0.0,99.0,-2084.0,0,110
